country,year,est
germany (german democratic republic and east berlin),1972,NA
germany (german democratic republic and east berlin),1973,NA
germany (german democratic republic and east berlin),1974,NA
germany (german democratic republic and east berlin),1975,NA
germany (west berlin),1947,NA
germany (west berlin),1952,NA
germany (west berlin),1956,NA
germany (west berlin),1957,NA
germany (west berlin),1958,NA
germany (west berlin),1959,NA
germany (west berlin),1960,NA
germany (west berlin),1961,NA
germany (west berlin),1962,NA
germany (west berlin),1963,2500
germany (west berlin),1964,NA
germany (west berlin),1965,NA
germany (west berlin),1966,NA
germany (west berlin),1967,NA
germany (west berlin),1968,NA
germany (west berlin),1969,NA
germany (west berlin),1970,NA
germany (west berlin),1971,NA
germany (west berlin),1972,NA
germany (west berlin),1973,NA
germany (west berlin),1974,NA
germany (west berlin),1975,NA
"germany, east",1947,NA
"germany, east",1952,NA
"germany, east",1956,NA
"germany, east",1957,NA
"germany, east",1958,NA
"germany, east",1959,NA
"germany, east",1960,NA
"germany, east",1961,NA
"germany, east",1962,NA
"germany, east",1963,NA
"germany, east",1964,1610679
"germany, east",1965,1610679
"germany, east",1966,1610679
"germany, east",1967,1610679
"germany, east",1968,1769912
"germany, east",1969,1769912
"germany, east",1970,1769900
"germany, east",1971,NA
"germany, east",1972,1909800
"germany, east",1973,1909800
"germany, east",1974,NA
"germany, east",1975,NA
"germany, federal republic of",1947,NA
"germany, federal republic of",1952,NA
"germany, federal republic of",1956,NA
"germany, federal republic of",1957,NA
"germany, federal republic of",1958,NA
"germany, federal republic of",1959,NA
"germany, federal republic of",1960,NA
"germany, federal republic of",1961,NA
"germany, federal republic of",1962,NA
"germany, federal republic of",1963,NA
"germany, federal republic of",1964,NA
"germany, federal republic of",1965,NA
"germany, federal republic of",1966,NA
"germany, federal republic of",1967,NA
"germany, federal republic of",1968,NA
"germany, federal republic of",1969,NA
"germany, federal republic of",1970,NA
"germany, federal republic of",1971,NA
"germany, federal republic of",1972,33400
"germany, federal republic of",1973,35000
"germany, federal republic of",1974,NA
"germany, federal republic of",1975,NA
"germany, west",1947,NA
"germany, west",1952,NA
"germany, west",1956,NA
"germany, west",1957,NA
"germany, west",1958,NA
"germany, west",1959,NA
"germany, west",1960,NA
"germany, west",1961,NA
"germany, west",1962,NA
"germany, west",1963,NA
"germany, west",1964,50000
"germany, west",1965,50000
"germany, west",1966,10000
"germany, west",1967,7000
"germany, west",1968,7000
"germany, west",1969,7000
"germany, west",1970,8000
"germany, west",1971,NA
"germany, west",1972,NA
"germany, west",1973,NA
"germany, west",1974,NA
"germany, west",1975,NA
ghana,1947,NA
ghana,1952,NA
ghana,1956,NA
ghana,1957,NA
ghana,1958,NA
ghana,1959,NA
ghana,1960,50
ghana,1961,NA
ghana,1962,NA
ghana,1963,0
ghana,1964,0
ghana,1965,0
ghana,1966,0
ghana,1967,0
ghana,1968,0
ghana,1969,0
ghana,1970,0
ghana,1971,0
ghana,1972,0
ghana,1973,NA
ghana,1974,NA
ghana,1975,NA
great britain,1947,NA
great britain,1952,NA
great britain,1956,NA
great britain,1957,NA
great britain,1958,NA
great britain,1959,NA
great britain,1960,NA
great britain,1961,NA
great britain,1962,NA
great britain,1963,NA
great britain,1964,NA
great britain,1965,NA
great britain,1966,NA
great britain,1967,NA
great britain,1968,NA
great britain,1969,NA
great britain,1970,NA
great britain,1971,33452
great britain,1972,NA
great britain,1973,NA
great britain,1974,29943
great britain,1975,28943
greece,1947,250000
greece,1952,NA
greece,1956,NA
greece,1957,NA
greece,1958,NA
greece,1959,NA
greece,1960,20000
greece,1961,NA
greece,1962,NA
greece,1963,20000
greece,1964,20000
greece,1965,20000
greece,1966,20000
greece,1967,27000
greece,1968,27000
greece,1969,27000
greece,1970,28000
greece,1971,33750
greece,1972,28000
greece,1973,28000
greece,1974,42000
greece,1975,100000
guadeloupe,1947,NA
guadeloupe,1952,NA
guadeloupe,1956,NA
guadeloupe,1957,NA
guadeloupe,1958,NA
guadeloupe,1959,NA
guadeloupe,1960,3000
guadeloupe,1961,NA
guadeloupe,1962,NA
guadeloupe,1963,1000
guadeloupe,1964,1000
guadeloupe,1965,1000
guadeloupe,1966,1000
guadeloupe,1967,1000
guadeloupe,1968,1150
guadeloupe,1969,1300
guadeloupe,1970,1500
guadeloupe,1971,1500
guadeloupe,1972,2000
guadeloupe,1973,3000
guadeloupe,1974,3000
guadeloupe,1975,3000
guatemala,1947,NA
guatemala,1952,1000
guatemala,1956,1000
guatemala,1957,1000
guatemala,1958,1000
guatemala,1959,1200
guatemala,1960,1200
guatemala,1961,1000
guatemala,1962,1100
guatemala,1963,1175
guatemala,1964,1300
guatemala,1965,1200
guatemala,1966,1000
guatemala,1967,875
guatemala,1968,750
guatemala,1969,750
guatemala,1970,750
guatemala,1971,800
guatemala,1972,750
guatemala,1973,750
guatemala,1974,850
guatemala,1975,900
"guiana, british",1947,NA
"guiana, british",1952,NA
"guiana, british",1956,NA
"guiana, british",1957,NA
"guiana, british",1958,NA
"guiana, british",1959,NA
"guiana, british",1960,NA
"guiana, british",1961,NA
"guiana, british",1962,NA
"guiana, british",1963,NA
"guiana, british",1964,0
"guiana, british",1965,0
"guiana, british",1966,0
"guiana, british",1967,NA
"guiana, british",1968,NA
"guiana, british",1969,NA
"guiana, british",1970,NA
"guiana, british",1971,NA
"guiana, british",1972,NA
"guiana, british",1973,NA
"guiana, british",1974,NA
"guiana, british",1975,NA
"guiana, french",1947,NA
"guiana, french",1952,NA
"guiana, french",1956,NA
"guiana, french",1957,NA
"guiana, french",1958,NA
"guiana, french",1959,NA
"guiana, french",1960,NA
"guiana, french",1961,NA
"guiana, french",1962,NA
"guiana, french",1963,NA
"guiana, french",1964,0
"guiana, french",1965,0
"guiana, french",1966,0
"guiana, french",1967,0
"guiana, french",1968,0
"guiana, french",1969,0
"guiana, french",1970,0
"guiana, french",1971,NA
"guiana, french",1972,0
"guiana, french",1973,0
"guiana, french",1974,NA
"guiana, french",1975,NA
guinea,1947,NA
guinea,1952,NA
guinea,1956,NA
guinea,1957,NA
guinea,1958,NA
guinea,1959,NA
guinea,1960,50
guinea,1961,NA
guinea,1962,NA
guinea,1963,0
guinea,1964,0
guinea,1965,0
guinea,1966,0
guinea,1967,0
guinea,1968,0
guinea,1969,0
guinea,1970,0
guinea,1971,0
guinea,1972,0
guinea,1973,NA
guinea,1974,NA
guinea,1975,NA
"guinea, equatorial",1947,NA
"guinea, equatorial",1952,NA
"guinea, equatorial",1956,NA
"guinea, equatorial",1957,NA
"guinea, equatorial",1958,NA
"guinea, equatorial",1959,NA
"guinea, equatorial",1960,NA
"guinea, equatorial",1961,NA
"guinea, equatorial",1962,NA
"guinea, equatorial",1963,NA
"guinea, equatorial",1964,NA
"guinea, equatorial",1965,NA
"guinea, equatorial",1966,0
"guinea, equatorial",1967,0
"guinea, equatorial",1968,NA
"guinea, equatorial",1969,0
"guinea, equatorial",1970,0
"guinea, equatorial",1971,NA
"guinea, equatorial",1972,0
"guinea, equatorial",1973,NA
"guinea, equatorial",1974,NA
"guinea, equatorial",1975,NA
"guinea, equatorial (see spanish africa)",1947,NA
"guinea, equatorial (see spanish africa)",1952,NA
"guinea, equatorial (see spanish africa)",1956,NA
"guinea, equatorial (see spanish africa)",1957,NA
"guinea, equatorial (see spanish africa)",1958,NA
"guinea, equatorial (see spanish africa)",1959,NA
"guinea, equatorial (see spanish africa)",1960,NA
"guinea, equatorial (see spanish africa)",1961,NA
"guinea, equatorial (see spanish africa)",1962,NA
"guinea, equatorial (see spanish africa)",1963,NA
"guinea, equatorial (see spanish africa)",1964,NA
"guinea, equatorial (see spanish africa)",1965,NA
"guinea, equatorial (see spanish africa)",1966,NA
"guinea, equatorial (see spanish africa)",1967,NA
"guinea, equatorial (see spanish africa)",1968,0
"guinea, equatorial (see spanish africa)",1969,NA
"guinea, equatorial (see spanish africa)",1970,NA
"guinea, equatorial (see spanish africa)",1971,NA
"guinea, equatorial (see spanish africa)",1972,NA
"guinea, equatorial (see spanish africa)",1973,NA
"guinea, equatorial (see spanish africa)",1974,NA
"guinea, equatorial (see spanish africa)",1975,NA
"guinea, portuguese",1947,NA
"guinea, portuguese",1952,NA
"guinea, portuguese",1956,NA
"guinea, portuguese",1957,NA
"guinea, portuguese",1958,NA
"guinea, portuguese",1959,NA
"guinea, portuguese",1960,NA
"guinea, portuguese",1961,NA
"guinea, portuguese",1962,NA
"guinea, portuguese",1963,NA
"guinea, portuguese",1964,0
"guinea, portuguese",1965,0
"guinea, portuguese",1966,0
"guinea, portuguese",1967,0
"guinea, portuguese",1968,NA
"guinea, portuguese",1969,0
"guinea, portuguese",1970,0
"guinea, portuguese",1971,NA
"guinea, portuguese",1972,0
"guinea, portuguese",1973,NA
"guinea, portuguese",1974,NA
"guinea, portuguese",1975,NA
"guinea, portuguese (see portuguese africa)",1947,NA
"guinea, portuguese (see portuguese africa)",1952,NA
"guinea, portuguese (see portuguese africa)",1956,NA
"guinea, portuguese (see portuguese africa)",1957,NA
"guinea, portuguese (see portuguese africa)",1958,NA
"guinea, portuguese (see portuguese africa)",1959,NA
"guinea, portuguese (see portuguese africa)",1960,NA
"guinea, portuguese (see portuguese africa)",1961,NA
"guinea, portuguese (see portuguese africa)",1962,NA
"guinea, portuguese (see portuguese africa)",1963,NA
"guinea, portuguese (see portuguese africa)",1964,NA
"guinea, portuguese (see portuguese africa)",1965,NA
"guinea, portuguese (see portuguese africa)",1966,NA
"guinea, portuguese (see portuguese africa)",1967,NA
"guinea, portuguese (see portuguese africa)",1968,0
"guinea, portuguese (see portuguese africa)",1969,NA
"guinea, portuguese (see portuguese africa)",1970,NA
"guinea, portuguese (see portuguese africa)",1971,NA
"guinea, portuguese (see portuguese africa)",1972,NA
"guinea, portuguese (see portuguese africa)",1973,NA
"guinea, portuguese (see portuguese africa)",1974,NA
"guinea, portuguese (see portuguese africa)",1975,NA
guinea-bissau,1947,NA
guinea-bissau,1952,NA
guinea-bissau,1956,NA
guinea-bissau,1957,NA
guinea-bissau,1958,NA
guinea-bissau,1959,NA
guinea-bissau,1960,NA
guinea-bissau,1961,NA
guinea-bissau,1962,NA
guinea-bissau,1963,NA
guinea-bissau,1964,NA
guinea-bissau,1965,0
guinea-bissau,1966,NA
guinea-bissau,1967,NA
guinea-bissau,1968,0
guinea-bissau,1969,NA
guinea-bissau,1970,NA
guinea-bissau,1971,0
guinea-bissau,1972,NA
guinea-bissau,1973,NA
guinea-bissau,1974,NA
guinea-bissau,1975,NA
guyana,1947,NA
guyana,1952,NA
guyana,1956,NA
guyana,1957,NA
guyana,1958,NA
guyana,1959,NA
guyana,1960,6000
guyana,1961,NA
guyana,1962,NA
guyana,1963,NA
guyana,1964,NA
guyana,1965,0
guyana,1966,NA
guyana,1967,0
guyana,1968,50
guyana,1969,100
guyana,1970,100
guyana,1971,10050
guyana,1972,100
guyana,1973,100
guyana,1974,20000
guyana,1975,20000
haiti,1947,500
haiti,1952,NA
haiti,1956,NA
haiti,1957,NA
haiti,1958,NA
haiti,1959,NA
haiti,1960,NA
haiti,1961,NA
haiti,1962,NA
haiti,1963,NA
haiti,1964,NA
haiti,1965,NA
haiti,1966,NA
haiti,1967,NA
haiti,1968,NA
haiti,1969,NA
haiti,1970,NA
haiti,1971,NA
haiti,1972,NA
haiti,1973,NA
haiti,1974,NA
haiti,1975,175
honduras,1947,NA
honduras,1952,NA
honduras,1956,500
honduras,1957,500
honduras,1958,500
honduras,1959,400
honduras,1960,400
honduras,1961,2000
honduras,1962,2000
honduras,1963,2075
honduras,1964,2400
honduras,1965,2033.3333333333333
honduras,1966,1300
honduras,1967,975
honduras,1968,416.6666666666667
honduras,1969,300
honduras,1970,300
honduras,1971,683.3333333333334
honduras,1972,300
honduras,1973,300
honduras,1974,325
honduras,1975,700
hong kong,1947,NA
hong kong,1952,NA
hong kong,1956,NA
hong kong,1957,NA
hong kong,1958,NA
hong kong,1959,NA
hong kong,1960,NA
hong kong,1961,NA
hong kong,1962,NA
hong kong,1963,NA
hong kong,1964,NA
hong kong,1965,NA
hong kong,1966,NA
hong kong,1967,NA
hong kong,1968,NA
hong kong,1969,NA
hong kong,1970,NA
hong kong,1971,NA
hong kong,1972,NA
hong kong,1973,NA
hong kong,1974,NA
hong kong,1975,NA
hungary,1947,650000
hungary,1952,NA
hungary,1956,NA
hungary,1957,NA
hungary,1958,NA
hungary,1959,NA
hungary,1960,437956
hungary,1961,NA
hungary,1962,NA
hungary,1963,511565
hungary,1964,520000
hungary,1965,520000
hungary,1966,540000
hungary,1967,540000
hungary,1968,592424.5
hungary,1969,600000
hungary,1970,600000
hungary,1971,662398.5
hungary,1972,693000
hungary,1973,724000
hungary,1974,724000
hungary,1975,770000
iceland,1947,1000
iceland,1952,NA
iceland,1956,NA
iceland,1957,NA
iceland,1958,NA
iceland,1959,NA
iceland,1960,1000
iceland,1961,NA
iceland,1962,NA
iceland,1963,975
iceland,1964,1000
iceland,1965,1000
iceland,1966,975
iceland,1967,1000
iceland,1968,1000
iceland,1969,1000
iceland,1970,1000
iceland,1971,1000
iceland,1972,1500
iceland,1973,2200
iceland,1974,2000
iceland,1975,2500
ifni,1947,NA
ifni,1952,NA
ifni,1956,NA
ifni,1957,NA
ifni,1958,NA
ifni,1959,NA
ifni,1960,NA
ifni,1961,NA
ifni,1962,NA
ifni,1963,NA
ifni,1964,0
ifni,1965,0
ifni,1966,0
ifni,1967,0
ifni,1968,0
ifni,1969,NA
ifni,1970,NA
ifni,1971,NA
ifni,1972,NA
ifni,1973,NA
ifni,1974,NA
ifni,1975,NA
ifni (see spanish africa),1947,NA
ifni (see spanish africa),1952,NA
ifni (see spanish africa),1956,NA
ifni (see spanish africa),1957,NA
ifni (see spanish africa),1958,NA
ifni (see spanish africa),1959,NA
ifni (see spanish africa),1960,NA
ifni (see spanish africa),1961,NA
ifni (see spanish africa),1962,NA
ifni (see spanish africa),1963,NA
ifni (see spanish africa),1964,NA
ifni (see spanish africa),1965,NA
ifni (see spanish africa),1966,NA
ifni (see spanish africa),1967,NA
ifni (see spanish africa),1968,0
ifni (see spanish africa),1969,NA
ifni (see spanish africa),1970,NA
ifni (see spanish africa),1971,NA
ifni (see spanish africa),1972,NA
ifni (see spanish africa),1973,NA
ifni (see spanish africa),1974,NA
ifni (see spanish africa),1975,NA
india,1947,NA
india,1952,NA
india,1956,NA
india,1957,NA
india,1958,NA
india,1959,NA
india,1960,230000
india,1961,NA
india,1962,NA
india,1963,150000
india,1964,120000
india,1965,135000
india,1966,125000
india,1967,125000
india,1968,125000
india,1969,125000
india,1970,124000
india,1971,157000
india,1972,162000
india,1973,166000
india,1974,181000
india,1975,190150
indonesia,1947,6000
indonesia,1952,NA
indonesia,1956,NA
indonesia,1957,NA
indonesia,1958,NA
indonesia,1959,NA
indonesia,1960,1500000
indonesia,1961,NA
indonesia,1962,NA
indonesia,1963,1900000
indonesia,1964,1900000
indonesia,1965,2000000
indonesia,1966,100000
indonesia,1967,150000
indonesia,1968,77500
indonesia,1969,5000
indonesia,1970,NA
indonesia,1971,151250
indonesia,1972,NA
indonesia,1973,NA
indonesia,1974,62000
indonesia,1975,4000
iran,1947,75000
iran,1952,NA
iran,1956,NA
iran,1957,NA
iran,1958,NA
iran,1959,NA
iran,1960,1500
iran,1961,NA
iran,1962,NA
iran,1963,1500
iran,1964,1500
iran,1965,1500
iran,1966,1500
iran,1967,1000
iran,1968,1000
iran,1969,1000
iran,1970,500
iran,1971,625
iran,1972,500
iran,1973,500
iran,1974,500
iran,1975,300
iraq,1947,NA
iraq,1952,NA
iraq,1956,NA
iraq,1957,NA
iraq,1958,NA
iraq,1959,NA
iraq,1960,2000
iraq,1961,NA
iraq,1962,NA
iraq,1963,900
iraq,1964,15000
iraq,1965,15000
iraq,1966,2000
iraq,1967,2000
iraq,1968,2000
iraq,1969,2000
iraq,1970,2000
iraq,1971,2000
iraq,1972,2000
iraq,1973,2000
iraq,1974,2000
iraq,1975,2500
ireland,1947,NA
ireland,1952,NA
ireland,1956,NA
ireland,1957,NA
ireland,1958,NA
ireland,1959,NA
ireland,1960,100
ireland,1961,NA
ireland,1962,NA
ireland,1963,125
ireland,1964,100
ireland,1965,100
ireland,1966,125
ireland,1967,125
ireland,1968,125
ireland,1969,125
ireland,1970,125
ireland,1971,225
ireland,1972,300
ireland,1973,300
ireland,1974,300
ireland,1975,275
israel,1947,1000
israel,1952,NA
israel,1956,NA
israel,1957,NA
israel,1958,NA
israel,1959,NA
israel,1960,2000
israel,1961,NA
israel,1962,NA
israel,1963,1000
israel,1964,2000
israel,1965,2000
israel,1966,2000
israel,1967,2000
israel,1968,1800
israel,1969,2000
israel,1970,2000
israel,1971,1500
israel,1972,2000
israel,1973,2000
israel,1974,3000
israel,1975,3000
italy,1947,2000000
italy,1952,NA
italy,1956,NA
italy,1957,NA
italy,1958,NA
italy,1959,NA
italy,1960,1350000
italy,1961,NA
italy,1962,NA
italy,1963,1350000
italy,1964,1350000
italy,1965,1350000
italy,1966,1350000
italy,1967,1575000
italy,1968,1515500
italy,1969,1500000
italy,1970,1500000
italy,1971,1503523.5
italy,1972,1521000
italy,1973,1596000
italy,1974,1726537
italy,1975,1657815
ivory coast,1947,NA
ivory coast,1952,NA
ivory coast,1956,NA
ivory coast,1957,NA
ivory coast,1958,NA
ivory coast,1959,NA
ivory coast,1960,0
ivory coast,1961,NA
ivory coast,1962,NA
ivory coast,1963,0
ivory coast,1964,0
ivory coast,1965,0
ivory coast,1966,0
ivory coast,1967,0
ivory coast,1968,0
ivory coast,1969,0
ivory coast,1970,0
ivory coast,1971,0
ivory coast,1972,0
ivory coast,1973,NA
ivory coast,1974,NA
ivory coast,1975,NA
jamaica,1947,NA
jamaica,1952,NA
jamaica,1956,NA
jamaica,1957,NA
jamaica,1958,NA
jamaica,1959,NA
jamaica,1960,150
jamaica,1961,NA
jamaica,1962,NA
jamaica,1963,0
jamaica,1964,0
jamaica,1965,0
jamaica,1966,0
jamaica,1967,0
jamaica,1968,25
jamaica,1969,0
jamaica,1970,0
jamaica,1971,0
jamaica,1972,0
jamaica,1973,NA
jamaica,1974,NA
jamaica,1975,NA
japan,1947,60000
japan,1952,NA
japan,1956,NA
japan,1957,NA
japan,1958,NA
japan,1959,NA
japan,1960,70000
japan,1961,NA
japan,1962,NA
japan,1963,100000
japan,1964,115000
japan,1965,120000
japan,1966,137500
japan,1967,250000
japan,1968,250000
japan,1969,250000
japan,1970,250000
japan,1971,382600
japan,1972,300000
japan,1973,320000
japan,1974,540000
japan,1975,330000
jordan,1947,NA
jordan,1952,NA
jordan,1956,NA
jordan,1957,NA
jordan,1958,NA
jordan,1959,NA
jordan,1960,200
jordan,1961,NA
jordan,1962,NA
jordan,1963,200
jordan,1964,200
jordan,1965,500
jordan,1966,500
jordan,1967,400
jordan,1968,550
jordan,1969,700
jordan,1970,700
jordan,1971,850
jordan,1972,500
jordan,1973,500
jordan,1974,750
jordan,1975,400
kenya,1947,NA
kenya,1952,NA
kenya,1956,NA
kenya,1957,NA
kenya,1958,NA
kenya,1959,NA
kenya,1960,0
kenya,1961,NA
kenya,1962,NA
kenya,1963,0
kenya,1964,0
kenya,1965,0
kenya,1966,0
kenya,1967,0
kenya,1968,0
kenya,1969,0
kenya,1970,0
kenya,1971,0
kenya,1972,0
kenya,1973,NA
kenya,1974,NA
kenya,1975,NA
khmer republic (cambodia),1947,NA
khmer republic (cambodia),1952,NA
khmer republic (cambodia),1956,NA
khmer republic (cambodia),1957,NA
khmer republic (cambodia),1958,NA
khmer republic (cambodia),1959,NA
khmer republic (cambodia),1960,NA
khmer republic (cambodia),1961,NA
khmer republic (cambodia),1962,NA
khmer republic (cambodia),1963,NA
khmer republic (cambodia),1964,NA
khmer republic (cambodia),1965,NA
khmer republic (cambodia),1966,NA
khmer republic (cambodia),1967,NA
khmer republic (cambodia),1968,NA
khmer republic (cambodia),1969,NA
khmer republic (cambodia),1970,NA
khmer republic (cambodia),1971,NA
khmer republic (cambodia),1972,NA
khmer republic (cambodia),1973,NA
khmer republic (cambodia),1974,NA
khmer republic (cambodia),1975,NA
"korea, north",1947,NA
"korea, north",1952,NA
"korea, north",1956,NA
"korea, north",1957,NA
"korea, north",1958,NA
"korea, north",1959,NA
"korea, north",1960,NA
"korea, north",1961,NA
"korea, north",1962,NA
"korea, north",1963,NA
"korea, north",1964,1300000
"korea, north",1965,1300000
"korea, north",1966,1600000
"korea, north",1967,1600000
"korea, north",1968,1600000
"korea, north",1969,1600000
"korea, north",1970,1600000
"korea, north",1971,NA
"korea, north",1972,1600000
"korea, north",1973,1600000
"korea, north",1974,NA
"korea, north",1975,NA
"korea, south",1947,NA
"korea, south",1952,NA
"korea, south",1956,NA
"korea, south",1957,NA
"korea, south",1958,NA
"korea, south",1959,NA
"korea, south",1960,NA
"korea, south",1961,NA
"korea, south",1962,NA
"korea, south",1963,NA
"korea, south",1964,0
"korea, south",1965,0
"korea, south",1966,0
"korea, south",1967,0
"korea, south",1968,0
"korea, south",1969,0
"korea, south",1970,0
"korea, south",1971,NA
"korea, south",1972,0
"korea, south",1973,NA
"korea, south",1974,NA
"korea, south",1975,NA
kuwait,1947,NA
kuwait,1952,NA
kuwait,1956,NA
kuwait,1957,NA
kuwait,1958,NA
kuwait,1959,NA
kuwait,1960,50
kuwait,1961,NA
kuwait,1962,NA
kuwait,1963,0
kuwait,1964,0
kuwait,1965,25
kuwait,1966,0
kuwait,1967,0
kuwait,1968,25
kuwait,1969,0
kuwait,1970,0
kuwait,1971,0
kuwait,1972,0
kuwait,1973,NA
kuwait,1974,NA
kuwait,1975,NA
laos,1947,NA
laos,1952,NA
laos,1956,NA
laos,1957,NA
laos,1958,NA
laos,1959,NA
laos,1960,100
laos,1961,NA
laos,1962,NA
laos,1963,100
laos,1964,100
laos,1965,100
laos,1966,NA
laos,1967,NA
laos,1968,NA
laos,1969,NA
laos,1970,NA
laos,1971,53675
laos,1972,13000
laos,1973,13000
laos,1974,58000
laos,1975,NA
lebanon,1947,15000
lebanon,1952,NA
lebanon,1956,NA
lebanon,1957,NA
lebanon,1958,NA
lebanon,1959,NA
lebanon,1960,NA
lebanon,1961,NA
lebanon,1962,NA
lebanon,1963,300
lebanon,1964,3500
lebanon,1965,3000
lebanon,1966,4000
lebanon,1967,6000
lebanon,1968,6000
lebanon,1969,6000
lebanon,1970,1500
lebanon,1971,1750
lebanon,1972,1500
lebanon,1973,2500
lebanon,1974,2500
lebanon,1975,4500
lesotho,1947,NA
lesotho,1952,NA
lesotho,1956,NA
lesotho,1957,NA
lesotho,1958,NA
lesotho,1959,NA
lesotho,1960,0
lesotho,1961,NA
lesotho,1962,NA
lesotho,1963,NA
lesotho,1964,NA
lesotho,1965,100
lesotho,1966,NA
lesotho,1967,0
lesotho,1968,25
lesotho,1969,0
lesotho,1970,NA
lesotho,1971,0
lesotho,1972,NA
lesotho,1973,0
lesotho,1974,NA
lesotho,1975,NA
lesotho (see botswana),1947,NA
lesotho (see botswana),1952,NA
lesotho (see botswana),1956,NA
lesotho (see botswana),1957,NA
lesotho (see botswana),1958,NA
lesotho (see botswana),1959,NA
lesotho (see botswana),1960,NA
lesotho (see botswana),1961,NA
lesotho (see botswana),1962,NA
lesotho (see botswana),1963,NA
lesotho (see botswana),1964,NA
lesotho (see botswana),1965,NA
lesotho (see botswana),1966,NA
lesotho (see botswana),1967,NA
lesotho (see botswana),1968,NA
lesotho (see botswana),1969,NA
lesotho (see botswana),1970,0
lesotho (see botswana),1971,NA
lesotho (see botswana),1972,0
lesotho (see botswana),1973,NA
lesotho (see botswana),1974,NA
lesotho (see botswana),1975,NA
leward islands,1947,NA
leward islands,1952,NA
leward islands,1956,NA
leward islands,1957,NA
leward islands,1958,NA
leward islands,1959,NA
leward islands,1960,NA
leward islands,1961,NA
leward islands,1962,NA
leward islands,1963,NA
leward islands,1964,0
leward islands,1965,0
leward islands,1966,NA
leward islands,1967,NA
leward islands,1968,NA
leward islands,1969,NA
leward islands,1970,NA
leward islands,1971,NA
leward islands,1972,NA
leward islands,1973,NA
leward islands,1974,NA
leward islands,1975,NA
liberia,1947,NA
liberia,1952,NA
liberia,1956,NA
liberia,1957,NA
liberia,1958,NA
liberia,1959,NA
liberia,1960,NA
liberia,1961,NA
liberia,1962,NA
liberia,1963,0
liberia,1964,0
liberia,1965,0
liberia,1966,0
liberia,1967,0
liberia,1968,0
liberia,1969,0
liberia,1970,0
liberia,1971,0
liberia,1972,0
liberia,1973,NA
liberia,1974,NA
liberia,1975,NA
libya,1947,NA
libya,1952,NA
libya,1956,NA
libya,1957,NA
libya,1958,NA
libya,1959,NA
libya,1960,50
libya,1961,NA
libya,1962,NA
libya,1963,0
libya,1964,0
libya,1965,0
libya,1966,0
libya,1967,0
libya,1968,25
libya,1969,0
libya,1970,0
libya,1971,0
libya,1972,0
libya,1973,NA
libya,1974,NA
libya,1975,NA
luxembourg,1947,5000
luxembourg,1952,NA
luxembourg,1956,NA
luxembourg,1957,NA
luxembourg,1958,NA
luxembourg,1959,NA
luxembourg,1960,500
luxembourg,1961,NA
luxembourg,1962,NA
luxembourg,1963,500
luxembourg,1964,500
luxembourg,1965,500
luxembourg,1966,500
luxembourg,1967,500
luxembourg,1968,500
luxembourg,1969,500
luxembourg,1970,500
luxembourg,1971,625
luxembourg,1972,500
luxembourg,1973,500
luxembourg,1974,550
luxembourg,1975,750
madagascar,1947,NA
madagascar,1952,NA
madagascar,1956,NA
madagascar,1957,NA
madagascar,1958,NA
madagascar,1959,NA
madagascar,1960,NA
madagascar,1961,NA
madagascar,1962,NA
madagascar,1963,NA
madagascar,1964,NA
madagascar,1965,100
madagascar,1966,NA
madagascar,1967,NA
madagascar,1968,50
madagascar,1969,NA
madagascar,1970,NA
madagascar,1971,0
madagascar,1972,NA
madagascar,1973,NA
madagascar,1974,NA
madagascar,1975,NA
malagasy,1947,NA
malagasy,1952,NA
malagasy,1956,NA
malagasy,1957,NA
malagasy,1958,NA
malagasy,1959,NA
malagasy,1960,NA
malagasy,1961,NA
malagasy,1962,NA
malagasy,1963,NA
malagasy,1964,50
malagasy,1965,50
malagasy,1966,50
malagasy,1967,50
malagasy,1968,NA
malagasy,1969,NA
malagasy,1970,NA
malagasy,1971,NA
malagasy,1972,NA
malagasy,1973,NA
malagasy,1974,NA
malagasy,1975,NA
malagasy republic,1947,NA
malagasy republic,1952,NA
malagasy republic,1956,NA
malagasy republic,1957,NA
malagasy republic,1958,NA
malagasy republic,1959,NA
malagasy republic,1960,NA
malagasy republic,1961,NA
malagasy republic,1962,NA
malagasy republic,1963,NA
malagasy republic,1964,NA
malagasy republic,1965,NA
malagasy republic,1966,NA
malagasy republic,1967,NA
malagasy republic,1968,50
malagasy republic,1969,0
malagasy republic,1970,0
malagasy republic,1971,NA
malagasy republic,1972,0
malagasy republic,1973,0
malagasy republic,1974,NA
malagasy republic,1975,NA
malagasy republic (madagascar),1947,NA
malagasy republic (madagascar),1952,NA
malagasy republic (madagascar),1956,NA
malagasy republic (madagascar),1957,NA
malagasy republic (madagascar),1958,NA
malagasy republic (madagascar),1959,NA
malagasy republic (madagascar),1960,NA
malagasy republic (madagascar),1961,NA
malagasy republic (madagascar),1962,NA
malagasy republic (madagascar),1963,0
malagasy republic (madagascar),1964,NA
malagasy republic (madagascar),1965,NA
malagasy republic (madagascar),1966,NA
malagasy republic (madagascar),1967,NA
malagasy republic (madagascar),1968,NA
malagasy republic (madagascar),1969,NA
malagasy republic (madagascar),1970,NA
malagasy republic (madagascar),1971,NA
malagasy republic (madagascar),1972,NA
malagasy republic (madagascar),1973,NA
malagasy republic (madagascar),1974,NA
malagasy republic (madagascar),1975,NA
malawi,1947,NA
malawi,1952,NA
malawi,1956,NA
malawi,1957,NA
malawi,1958,NA
