country,year,info
"guinea, portuguese (see portuguese africa)",1966,
"guinea, portuguese (see portuguese africa)",1967,
"guinea, portuguese (see portuguese africa)",1968,
"guinea, portuguese (see portuguese africa)",1969,
"guinea, portuguese (see portuguese africa)",1970,
"guinea, portuguese (see portuguese africa)",1971,
"guinea, portuguese (see portuguese africa)",1972,
"guinea, portuguese (see portuguese africa)",1973,
"guinea, portuguese (see portuguese africa)",1974,
"guinea, portuguese (see portuguese africa)",1975,
guinea-bissau,1947,
guinea-bissau,1952,
guinea-bissau,1956,
guinea-bissau,1957,
guinea-bissau,1958,
guinea-bissau,1959,
guinea-bissau,1960,
guinea-bissau,1961,
guinea-bissau,1962,
guinea-bissau,1963,
guinea-bissau,1964,
guinea-bissau,1965,
guinea-bissau,1966,
guinea-bissau,1967,
guinea-bissau,1968,
guinea-bissau,1969,
guinea-bissau,1970,
guinea-bissau,1971,
guinea-bissau,1972,
guinea-bissau,1973,
guinea-bissau,1974,
guinea-bissau,1975,
guyana,1947,
guyana,1952,
guyana,1956,
guyana,1957,
guyana,1958,
guyana,1959,
guyana,1960,
guyana,1961,
guyana,1962,
guyana,1963,
guyana,1964,
guyana,1965,
guyana,1966,
guyana,1967,
guyana,1968,
guyana,1969,
guyana,1970,
guyana,1971,
guyana,1972,
guyana,1973,
guyana,1974,
guyana,1975,
haiti,1947,
haiti,1952,
haiti,1956,
haiti,1957,
haiti,1958,
haiti,1959,
haiti,1960,
haiti,1961,
haiti,1962,
haiti,1963,
haiti,1964,
haiti,1965,
haiti,1966,
haiti,1967,
haiti,1968,
haiti,1969,
haiti,1970,
haiti,1971,
haiti,1972,
haiti,1973,
haiti,1974,
haiti,1975,
honduras,1947,
honduras,1952,
honduras,1956,
honduras,1957,
honduras,1958,
honduras,1959,
honduras,1960,
honduras,1961,
honduras,1962,
honduras,1963,
honduras,1964,
honduras,1965,
honduras,1966,
honduras,1967,
honduras,1968,
honduras,1969,
honduras,1970,
honduras,1971,
honduras,1972,
honduras,1973,
honduras,1974,
honduras,1975,
hong kong,1947,
hong kong,1952,
hong kong,1956,
hong kong,1957,
hong kong,1958,
hong kong,1959,
hong kong,1960,
hong kong,1961,
hong kong,1962,
hong kong,1963,
hong kong,1964,
hong kong,1965,
hong kong,1966,
hong kong,1967,
hong kong,1968,
hong kong,1969,
hong kong,1970,
hong kong,1971,
hong kong,1972,
hong kong,1973,
hong kong,1974,
hong kong,1975,
hungary,1947,
hungary,1952,
hungary,1956,
hungary,1957,
hungary,1958,
hungary,1959,
hungary,1960,
hungary,1961,
hungary,1962,
hungary,1963,
hungary,1964,
hungary,1965,
hungary,1966,
hungary,1967,
hungary,1968,
hungary,1969,
hungary,1970,
hungary,1971,
hungary,1972,
hungary,1973,
hungary,1974,
hungary,1975,
iceland,1947,
iceland,1952,
iceland,1956,
iceland,1957,
iceland,1958,
iceland,1959,
iceland,1960,
iceland,1961,
iceland,1962,
iceland,1963,
iceland,1964,
iceland,1965,
iceland,1966,
iceland,1967,
iceland,1968,
iceland,1969,
iceland,1970,
iceland,1971,
iceland,1972,
iceland,1973,
iceland,1974,
iceland,1975,
ifni,1947,
ifni,1952,
ifni,1956,
ifni,1957,
ifni,1958,
ifni,1959,
ifni,1960,
ifni,1961,
ifni,1962,
ifni,1963,
ifni,1964,
ifni,1965,
ifni,1966,
ifni,1967,
ifni,1968,
ifni,1969,
ifni,1970,
ifni,1971,
ifni,1972,
ifni,1973,
ifni,1974,
ifni,1975,
ifni (see spanish africa),1947,
ifni (see spanish africa),1952,
ifni (see spanish africa),1956,
ifni (see spanish africa),1957,
ifni (see spanish africa),1958,
ifni (see spanish africa),1959,
ifni (see spanish africa),1960,
ifni (see spanish africa),1961,
ifni (see spanish africa),1962,
ifni (see spanish africa),1963,
ifni (see spanish africa),1964,
ifni (see spanish africa),1965,
ifni (see spanish africa),1966,
ifni (see spanish africa),1967,
ifni (see spanish africa),1968,
ifni (see spanish africa),1969,
ifni (see spanish africa),1970,
ifni (see spanish africa),1971,
ifni (see spanish africa),1972,
ifni (see spanish africa),1973,
ifni (see spanish africa),1974,
ifni (see spanish africa),1975,
india,1947,
india,1952,
india,1956,
india,1957,
india,1958,
india,1959,
india,1960,
india,1961,
india,1962,
india,1963,
india,1964,
india,1965,
india,1966,
india,1967,
india,1968,
india,1969,
india,1970,
india,1971,
india,1972,
india,1973,
india,1974,
india,1975,
indonesia,1947,
indonesia,1952,
indonesia,1956,
indonesia,1957,
indonesia,1958,
indonesia,1959,
indonesia,1960,
indonesia,1961,
indonesia,1962,
indonesia,1963,
indonesia,1964,
indonesia,1965,
indonesia,1966,
indonesia,1967,
indonesia,1968,
indonesia,1969,
indonesia,1970,
indonesia,1971,
indonesia,1972,
indonesia,1973,
indonesia,1974,
indonesia,1975,
iran,1947,
iran,1952,
iran,1956,
iran,1957,
iran,1958,
iran,1959,
iran,1960,
iran,1961,
iran,1962,
iran,1963,
iran,1964,
iran,1965,
iran,1966,
iran,1967,
iran,1968,
iran,1969,
iran,1970,
iran,1971,
iran,1972,
iran,1973,
iran,1974,
iran,1975,
iraq,1947,
iraq,1952,
iraq,1956,
iraq,1957,
iraq,1958,
iraq,1959,
iraq,1960,
iraq,1961,
iraq,1962,
iraq,1963,
iraq,1964,
iraq,1965,
iraq,1966,
iraq,1967,
iraq,1968,
iraq,1969,
iraq,1970,
iraq,1971,
iraq,1972,
iraq,1973,
iraq,1974,
iraq,1975,
ireland,1947,
ireland,1952,
ireland,1956,
ireland,1957,
ireland,1958,
ireland,1959,
ireland,1960,
ireland,1961,
ireland,1962,
ireland,1963,
ireland,1964,
ireland,1965,
ireland,1966,
ireland,1967,
ireland,1968,
ireland,1969,
ireland,1970,
ireland,1971,
ireland,1972,
ireland,1973,
ireland,1974,
ireland,1975,
israel,1947,
israel,1952,
israel,1956,
israel,1957,
israel,1958,
israel,1959,
israel,1960,
israel,1961,
israel,1962,
israel,1963,
israel,1964,
israel,1965,
israel,1966,
israel,1967,
israel,1968,
israel,1969,
israel,1970,
israel,1971,
israel,1972,
israel,1973,
israel,1974,
israel,1975,
italy,1947,
italy,1952,
italy,1956,
italy,1957,
italy,1958,
italy,1959,
italy,1960,
italy,1961,
italy,1962,
italy,1963,
italy,1964,
italy,1965,
italy,1966,
italy,1967,
italy,1968,
italy,1969,
italy,1970,
italy,1971,
italy,1972,
italy,1973,
italy,1974,
italy,1975,
ivory coast,1947,
ivory coast,1952,
ivory coast,1956,
ivory coast,1957,
ivory coast,1958,
ivory coast,1959,
ivory coast,1960,
ivory coast,1961,
ivory coast,1962,
ivory coast,1963,
ivory coast,1964,
ivory coast,1965,
ivory coast,1966,
ivory coast,1967,
ivory coast,1968,
ivory coast,1969,
ivory coast,1970,
ivory coast,1971,
ivory coast,1972,
ivory coast,1973,
ivory coast,1974,
ivory coast,1975,
jamaica,1947,
jamaica,1952,
jamaica,1956,
jamaica,1957,
jamaica,1958,
jamaica,1959,
jamaica,1960,
jamaica,1961,
jamaica,1962,
jamaica,1963,
jamaica,1964,
jamaica,1965,
jamaica,1966,
jamaica,1967,
jamaica,1968,
jamaica,1969,
jamaica,1970,
jamaica,1971,
jamaica,1972,
jamaica,1973,
jamaica,1974,
jamaica,1975,
japan,1947,
japan,1952,
japan,1956,
japan,1957,
japan,1958,
japan,1959,
japan,1960,
japan,1961,
japan,1962,
japan,1963,
japan,1964,
japan,1965,
japan,1966,
japan,1967,
japan,1968,
japan,1969,
japan,1970,
japan,1971,
japan,1972,
japan,1973,
japan,1974,
japan,1975,
jordan,1947,
jordan,1952,
jordan,1956,
jordan,1957,
jordan,1958,
jordan,1959,
jordan,1960,
jordan,1961,
jordan,1962,
jordan,1963,
jordan,1964,
jordan,1965,
jordan,1966,
jordan,1967,
jordan,1968,
jordan,1969,
jordan,1970,
jordan,1971,
jordan,1972,
jordan,1973,
jordan,1974,
jordan,1975,
kenya,1947,
kenya,1952,
kenya,1956,
kenya,1957,
kenya,1958,
kenya,1959,
kenya,1960,
kenya,1961,
kenya,1962,
kenya,1963,
kenya,1964,
kenya,1965,
kenya,1966,
kenya,1967,
kenya,1968,
kenya,1969,
kenya,1970,
kenya,1971,
kenya,1972,
kenya,1973,
kenya,1974,
kenya,1975,
khmer republic (cambodia),1947,
khmer republic (cambodia),1952,
khmer republic (cambodia),1956,
khmer republic (cambodia),1957,
khmer republic (cambodia),1958,
khmer republic (cambodia),1959,
khmer republic (cambodia),1960,
khmer republic (cambodia),1961,
khmer republic (cambodia),1962,
khmer republic (cambodia),1963,
khmer republic (cambodia),1964,
khmer republic (cambodia),1965,
khmer republic (cambodia),1966,
khmer republic (cambodia),1967,
khmer republic (cambodia),1968,
khmer republic (cambodia),1969,
khmer republic (cambodia),1970,
khmer republic (cambodia),1971,
khmer republic (cambodia),1972,
khmer republic (cambodia),1973,
khmer republic (cambodia),1974,
khmer republic (cambodia),1975,
"korea, north",1947,
"korea, north",1952,
"korea, north",1956,
"korea, north",1957,
"korea, north",1958,
"korea, north",1959,
"korea, north",1960,
"korea, north",1961,
"korea, north",1962,
"korea, north",1963,
"korea, north",1964,
"korea, north",1965,
"korea, north",1966,
"korea, north",1967,
"korea, north",1968,
"korea, north",1969,
"korea, north",1970,
"korea, north",1971,
"korea, north",1972,
"korea, north",1973,
"korea, north",1974,
"korea, north",1975,
"korea, south",1947,
"korea, south",1952,
"korea, south",1956,
"korea, south",1957,
"korea, south",1958,
"korea, south",1959,
"korea, south",1960,
"korea, south",1961,
"korea, south",1962,
"korea, south",1963,
"korea, south",1964,
"korea, south",1965,
"korea, south",1966,
"korea, south",1967,
"korea, south",1968,
"korea, south",1969,
"korea, south",1970,
"korea, south",1971,
"korea, south",1972,
"korea, south",1973,
"korea, south",1974,
"korea, south",1975,
kuwait,1947,
kuwait,1952,
kuwait,1956,
kuwait,1957,
kuwait,1958,
kuwait,1959,
kuwait,1960,
kuwait,1961,
kuwait,1962,
kuwait,1963,
kuwait,1964,
kuwait,1965,
kuwait,1966,
kuwait,1967,
kuwait,1968,
kuwait,1969,
kuwait,1970,
kuwait,1971,
kuwait,1972,
kuwait,1973,
kuwait,1974,
kuwait,1975,
laos,1947,
laos,1952,
laos,1956,
laos,1957,
laos,1958,
laos,1959,
laos,1960,
laos,1961,
laos,1962,
laos,1963,
laos,1964,
laos,1965,
laos,1966,
laos,1967,
laos,1968,
laos,1969,
laos,1970,
laos,1971,
laos,1972,
laos,1973,
laos,1974,
laos,1975,
lebanon,1947,
lebanon,1952,
lebanon,1956,
lebanon,1957,
lebanon,1958,
lebanon,1959,
lebanon,1960,
lebanon,1961,
lebanon,1962,
lebanon,1963,
lebanon,1964,
lebanon,1965,
lebanon,1966,
lebanon,1967,
lebanon,1968,
lebanon,1969,
lebanon,1970,
lebanon,1971,
lebanon,1972,
lebanon,1973,
lebanon,1974,
lebanon,1975,
lesotho,1947,
lesotho,1952,
lesotho,1956,
lesotho,1957,
lesotho,1958,
lesotho,1959,
lesotho,1960,
lesotho,1961,
lesotho,1962,
lesotho,1963,
lesotho,1964,
lesotho,1965,
lesotho,1966,
lesotho,1967,
lesotho,1968,
lesotho,1969,
lesotho,1970,
lesotho,1971,
lesotho,1972,
lesotho,1973,
lesotho,1974,
lesotho,1975,
lesotho (see botswana),1947,
lesotho (see botswana),1952,
lesotho (see botswana),1956,
lesotho (see botswana),1957,
lesotho (see botswana),1958,
lesotho (see botswana),1959,
lesotho (see botswana),1960,
lesotho (see botswana),1961,
lesotho (see botswana),1962,
lesotho (see botswana),1963,
lesotho (see botswana),1964,
lesotho (see botswana),1965,
lesotho (see botswana),1966,
lesotho (see botswana),1967,
lesotho (see botswana),1968,
lesotho (see botswana),1969,
lesotho (see botswana),1970,
lesotho (see botswana),1971,
lesotho (see botswana),1972,
lesotho (see botswana),1973,
lesotho (see botswana),1974,
lesotho (see botswana),1975,
leward islands,1947,
leward islands,1952,
leward islands,1956,
leward islands,1957,
leward islands,1958,
leward islands,1959,
leward islands,1960,
leward islands,1961,
leward islands,1962,
leward islands,1963,
leward islands,1964,
leward islands,1965,
leward islands,1966,
leward islands,1967,
leward islands,1968,
leward islands,1969,
leward islands,1970,
leward islands,1971,
leward islands,1972,
leward islands,1973,
leward islands,1974,
leward islands,1975,
liberia,1947,
liberia,1952,
liberia,1956,
liberia,1957,
liberia,1958,
liberia,1959,
liberia,1960,
liberia,1961,
liberia,1962,
liberia,1963,
liberia,1964,
liberia,1965,
liberia,1966,
liberia,1967,
liberia,1968,
liberia,1969,
liberia,1970,
liberia,1971,
liberia,1972,
liberia,1973,
liberia,1974,
liberia,1975,
libya,1947,
libya,1952,
libya,1956,
libya,1957,
libya,1958,
libya,1959,
libya,1960,
libya,1961,
libya,1962,
libya,1963,
libya,1964,
libya,1965,
libya,1966,
libya,1967,
libya,1968,
libya,1969,
libya,1970,
libya,1971,
libya,1972,
libya,1973,
libya,1974,
libya,1975,
luxembourg,1947,
luxembourg,1952,
luxembourg,1956,
luxembourg,1957,
luxembourg,1958,
luxembourg,1959,
luxembourg,1960,
luxembourg,1961,
luxembourg,1962,
luxembourg,1963,
luxembourg,1964,
luxembourg,1965,
luxembourg,1966,
luxembourg,1967,
luxembourg,1968,
luxembourg,1969,
luxembourg,1970,
luxembourg,1971,
luxembourg,1972,
luxembourg,1973,
luxembourg,1974,
luxembourg,1975,
madagascar,1947,
madagascar,1952,
madagascar,1956,
madagascar,1957,
madagascar,1958,
madagascar,1959,
madagascar,1960,
madagascar,1961,
madagascar,1962,
madagascar,1963,
madagascar,1964,
madagascar,1965,
madagascar,1966,
madagascar,1967,
madagascar,1968,
madagascar,1969,
madagascar,1970,
madagascar,1971,
madagascar,1972,
madagascar,1973,
madagascar,1974,
madagascar,1975,
malagasy,1947,
malagasy,1952,
malagasy,1956,
malagasy,1957,
malagasy,1958,
malagasy,1959,
malagasy,1960,
malagasy,1961,
malagasy,1962,
malagasy,1963,
malagasy,1964,
malagasy,1965,
malagasy,1966,
malagasy,1967,
malagasy,1968,
malagasy,1969,
malagasy,1970,
malagasy,1971,
malagasy,1972,
malagasy,1973,
malagasy,1974,
malagasy,1975,
malagasy republic,1947,
malagasy republic,1952,
malagasy republic,1956,
malagasy republic,1957,
malagasy republic,1958,
malagasy republic,1959,
malagasy republic,1960,
malagasy republic,1961,
malagasy republic,1962,
malagasy republic,1963,
malagasy republic,1964,
malagasy republic,1965,
malagasy republic,1966,
malagasy republic,1967,
malagasy republic,1968,
malagasy republic,1969,
malagasy republic,1970,
malagasy republic,1971,
malagasy republic,1972,
malagasy republic,1973,
malagasy republic,1974,
malagasy republic,1975,
malagasy republic (madagascar),1947,
malagasy republic (madagascar),1952,
malagasy republic (madagascar),1956,
malagasy republic (madagascar),1957,
malagasy republic (madagascar),1958,
malagasy republic (madagascar),1959,
malagasy republic (madagascar),1960,
malagasy republic (madagascar),1961,
malagasy republic (madagascar),1962,
malagasy republic (madagascar),1963,
malagasy republic (madagascar),1964,
malagasy republic (madagascar),1965,
malagasy republic (madagascar),1966,
malagasy republic (madagascar),1967,
malagasy republic (madagascar),1968,
malagasy republic (madagascar),1969,
malagasy republic (madagascar),1970,
malagasy republic (madagascar),1971,
malagasy republic (madagascar),1972,
malagasy republic (madagascar),1973,
malagasy republic (madagascar),1974,
malagasy republic (madagascar),1975,
malawi,1947,
malawi,1952,
malawi,1956,
malawi,1957,
malawi,1958,
malawi,1959,
malawi,1960,
malawi,1961,
malawi,1962,
malawi,1963,
malawi,1964,
malawi,1965,
malawi,1966,
malawi,1967,
malawi,1968,
malawi,1969,
malawi,1970,
malawi,1971,
malawi,1972,
malawi,1973,
malawi,1974,
malawi,1975,
malaysia,1947,
malaysia,1952,
malaysia,1956,
malaysia,1957,
malaysia,1958,
malaysia,1959,
malaysia,1960,
malaysia,1961,
malaysia,1962,
malaysia,1963,
malaysia,1964,
malaysia,1965,
malaysia,1966,
malaysia,1967,
malaysia,1968,
malaysia,1969,
malaysia,1970,
malaysia,1971,
malaysia,1972,
malaysia,1973,
malaysia,1974,
malaysia,1975,
maldive islands,1947,
maldive islands,1952,
maldive islands,1956,
maldive islands,1957,
maldive islands,1958,
maldive islands,1959,
maldive islands,1960,
maldive islands,1961,
maldive islands,1962,
maldive islands,1963,
maldive islands,1964,
maldive islands,1965,
maldive islands,1966,
maldive islands,1967,
maldive islands,1968,
maldive islands,1969,
maldive islands,1970,
maldive islands,1971,
maldive islands,1972,
maldive islands,1973,
maldive islands,1974,
maldive islands,1975,
maldives,1947,
maldives,1952,
maldives,1956,
maldives,1957,
maldives,1958,
maldives,1959,
maldives,1960,
maldives,1961,
maldives,1962,
maldives,1963,
maldives,1964,
maldives,1965,
maldives,1966,
maldives,1967,
maldives,1968,
maldives,1969,
maldives,1970,
maldives,1971,
maldives,1972,
maldives,1973,
maldives,1974,
maldives,1975,
mali,1947,
mali,1952,
mali,1956,
mali,1957,
mali,1958,
mali,1959,
mali,1960,
mali,1961,
mali,1962,
mali,1963,
mali,1964,
mali,1965,
mali,1966,
mali,1967,
mali,1968,
mali,1969,
mali,1970,
mali,1971,
mali,1972,
mali,1973,
mali,1974,
mali,1975,
malta,1947,
malta,1952,
malta,1956,
malta,1957,
malta,1958,
malta,1959,
malta,1960,
malta,1961,
malta,1962,
malta,1963,
malta,1964,
malta,1965,
malta,1966,
malta,1967,
malta,1968,
malta,1969,
malta,1970,
malta,1971,
malta,1972,
malta,1973,
malta,1974,
malta,1975,
martinique,1947,
martinique,1952,
martinique,1956,
martinique,1957,
martinique,1958,
martinique,1959,
martinique,1960,
martinique,1961,
martinique,1962,
martinique,1963,
martinique,1964,
martinique,1965,
martinique,1966,
martinique,1967,
martinique,1968,
martinique,1969,
martinique,1970,
martinique,1971,
martinique,1972,
martinique,1973,
martinique,1974,
martinique,1975,
mauritania,1947,
mauritania,1952,
mauritania,1956,
mauritania,1957,
mauritania,1958,
mauritania,1959,
mauritania,1960,
mauritania,1961,
mauritania,1962,
mauritania,1963,
mauritania,1964,
mauritania,1965,
mauritania,1966,
mauritania,1967,
mauritania,1968,
mauritania,1969,
mauritania,1970,
mauritania,1971,
mauritania,1972,
mauritania,1973,
mauritania,1974,
mauritania,1975,
mauritius,1947,
mauritius,1952,
mauritius,1956,
mauritius,1957,
mauritius,1958,
mauritius,1959,
mauritius,1960,
mauritius,1961,
mauritius,1962,
mauritius,1963,
mauritius,1964,
mauritius,1965,
mauritius,1966,
mauritius,1967,
mauritius,1968,
mauritius,1969,
mauritius,1970,
mauritius,1971,
mauritius,1972,
mauritius,1973,
mauritius,1974,
mauritius,1975,
mauritius (british colony),1947,
mauritius (british colony),1952,
mauritius (british colony),1956,
mauritius (british colony),1957,
mauritius (british colony),1958,
mauritius (british colony),1959,
mauritius (british colony),1960,
mauritius (british colony),1961,
mauritius (british colony),1962,
mauritius (british colony),1963,
mauritius (british colony),1964,
mauritius (british colony),1965,
mauritius (british colony),1966,
mauritius (british colony),1967,
mauritius (british colony),1968,
mauritius (british colony),1969,
mauritius (british colony),1970,
mauritius (british colony),1971,
mauritius (british colony),1972,
mauritius (british colony),1973,
mauritius (british colony),1974,
mauritius (british colony),1975,
mexico,1947,
mexico,1952,
mexico,1956,
mexico,1957,
mexico,1958,
mexico,1959,
mexico,1960,
mexico,1961,
mexico,1962,
mexico,1963,
mexico,1964,
mexico,1965,
mexico,1966,
mexico,1967,
mexico,1968,
mexico,1969,
mexico,1970,
mexico,1971,
mexico,1972,
mexico,1973,
mexico,1974,
mexico,1975,
mongolia,1947,
mongolia,1952,
mongolia,1956,
mongolia,1957,
mongolia,1958,
mongolia,1959,
mongolia,1960,
mongolia,1961,
mongolia,1962,
mongolia,1963,
mongolia,1964,
mongolia,1965,
mongolia,1966,
mongolia,1967,
mongolia,1968,
mongolia,1969,
mongolia,1970,
mongolia,1971,
mongolia,1972,
mongolia,1973,
mongolia,1974,
mongolia,1975,
"mongolia, outer",1947,
"mongolia, outer",1952,
"mongolia, outer",1956,
"mongolia, outer",1957,
"mongolia, outer",1958,
"mongolia, outer",1959,
"mongolia, outer",1960,
"mongolia, outer",1961,
"mongolia, outer",1962,
"mongolia, outer",1963,
"mongolia, outer",1964,
"mongolia, outer",1965,
"mongolia, outer",1966,
"mongolia, outer",1967,
"mongolia, outer",1968,
"mongolia, outer",1969,
"mongolia, outer",1970,
"mongolia, outer",1971,
"mongolia, outer",1972,
"mongolia, outer",1973,
"mongolia, outer",1974,
"mongolia, outer",1975,
mongolian people's republic,1947,
mongolian people's republic,1952,
mongolian people's republic,1956,
mongolian people's republic,1957,
mongolian people's republic,1958,
mongolian people's republic,1959,
mongolian people's republic,1960,
mongolian people's republic,1961,
mongolian people's republic,1962,
mongolian people's republic,1963,
mongolian people's republic,1964,
mongolian people's republic,1965,
mongolian people's republic,1966,
mongolian people's republic,1967,
mongolian people's republic,1968,
mongolian people's republic,1969,
mongolian people's republic,1970,
mongolian people's republic,1971,
mongolian people's republic,1972,
mongolian people's republic,1973,
mongolian people's republic,1974,
mongolian people's republic,1975,
morocco,1947,
morocco,1952,
morocco,1956,
morocco,1957,
morocco,1958,
morocco,1959,
morocco,1960,
morocco,1961,
morocco,1962,
morocco,1963,
morocco,1964,
morocco,1965,
morocco,1966,
morocco,1967,
morocco,1968,
morocco,1969,
morocco,1970,
morocco,1971,
morocco,1972,
morocco,1973,
morocco,1974,
morocco,1975,
mozambique,1947,
mozambique,1952,
mozambique,1956,
mozambique,1957,
mozambique,1958,
mozambique,1959,
mozambique,1960,
mozambique,1961,
mozambique,1962,
mozambique,1963,
mozambique,1964,
mozambique,1965,
mozambique,1966,
mozambique,1967,
mozambique,1968,
mozambique,1969,
mozambique,1970,
mozambique,1971,
mozambique,1972,
mozambique,1973,
mozambique,1974,
mozambique,1975,
mozambique (see portuguese africa),1947,
mozambique (see portuguese africa),1952,
mozambique (see portuguese africa),1956,
mozambique (see portuguese africa),1957,
mozambique (see portuguese africa),1958,
mozambique (see portuguese africa),1959,
mozambique (see portuguese africa),1960,
mozambique (see portuguese africa),1961,
mozambique (see portuguese africa),1962,
mozambique (see portuguese africa),1963,
mozambique (see portuguese africa),1964,
mozambique (see portuguese africa),1965,
mozambique (see portuguese africa),1966,
mozambique (see portuguese africa),1967,
mozambique (see portuguese africa),1968,
mozambique (see portuguese africa),1969,
mozambique (see portuguese africa),1970,
mozambique (see portuguese africa),1971,
mozambique (see portuguese africa),1972,
mozambique (see portuguese africa),1973,
mozambique (see portuguese africa),1974,
mozambique (see portuguese africa),1975,
namibia,1947,
namibia,1952,
namibia,1956,
namibia,1957,
namibia,1958,
namibia,1959,
namibia,1960,
namibia,1961,
namibia,1962,
namibia,1963,
namibia,1964,
namibia,1965,
namibia,1966,
namibia,1967,
namibia,1968,
namibia,1969,
namibia,1970,
namibia,1971,
namibia,1972,
namibia,1973,
namibia,1974,
namibia,1975,
namibia (south west africa),1947,
namibia (south west africa),1952,
namibia (south west africa),1956,
namibia (south west africa),1957,
namibia (south west africa),1958,
namibia (south west africa),1959,
namibia (south west africa),1960,
namibia (south west africa),1961,
namibia (south west africa),1962,
namibia (south west africa),1963,
namibia (south west africa),1964,
namibia (south west africa),1965,
namibia (south west africa),1966,
namibia (south west africa),1967,
namibia (south west africa),1968,
namibia (south west africa),1969,
namibia (south west africa),1970,
namibia (south west africa),1971,
namibia (south west africa),1972,
namibia (south west africa),1973,
namibia (south west africa),1974,
namibia (south west africa),1975,
nepal,1947,
nepal,1952,
nepal,1956,
nepal,1957,
nepal,1958,
nepal,1959,
nepal,1960,
nepal,1961,
nepal,1962,
nepal,1963,
nepal,1964,
nepal,1965,
nepal,1966,
nepal,1967,
nepal,1968,
nepal,1969,
nepal,1970,
nepal,1971,
nepal,1972,
nepal,1973,
nepal,1974,
nepal,1975,
netherlands,1947,
netherlands,1952,
netherlands,1956,
netherlands,1957,
netherlands,1958,
netherlands,1959,
netherlands,1960,
netherlands,1961,
netherlands,1962,
netherlands,1963,
netherlands,1964,
netherlands,1965,
netherlands,1966,
netherlands,1967,
netherlands,1968,
netherlands,1969,
netherlands,1970,
netherlands,1971,
netherlands,1972,
netherlands,1973,
netherlands,1974,
netherlands,1975,
netherlands possessions (west. hemisphere),1947,
netherlands possessions (west. hemisphere),1952,
netherlands possessions (west. hemisphere),1956,
netherlands possessions (west. hemisphere),1957,
netherlands possessions (west. hemisphere),1958,
netherlands possessions (west. hemisphere),1959,
netherlands possessions (west. hemisphere),1960,
netherlands possessions (west. hemisphere),1961,
netherlands possessions (west. hemisphere),1962,
netherlands possessions (west. hemisphere),1963,
netherlands possessions (west. hemisphere),1964,
netherlands possessions (west. hemisphere),1965,
netherlands possessions (west. hemisphere),1966,
netherlands possessions (west. hemisphere),1967,
netherlands possessions (west. hemisphere),1968,
netherlands possessions (west. hemisphere),1969,
netherlands possessions (west. hemisphere),1970,
netherlands possessions (west. hemisphere),1971,
netherlands possessions (west. hemisphere),1972,
netherlands possessions (west. hemisphere),1973,
netherlands possessions (west. hemisphere),1974,
netherlands possessions (west. hemisphere),1975,
netherlands realm members (western hemisphere) listed separately,1947,
netherlands realm members (western hemisphere) listed separately,1952,
netherlands realm members (western hemisphere) listed separately,1956,
netherlands realm members (western hemisphere) listed separately,1957,
netherlands realm members (western hemisphere) listed separately,1958,
netherlands realm members (western hemisphere) listed separately,1959,
netherlands realm members (western hemisphere) listed separately,1960,
netherlands realm members (western hemisphere) listed separately,1961,
netherlands realm members (western hemisphere) listed separately,1962,
netherlands realm members (western hemisphere) listed separately,1963,
netherlands realm members (western hemisphere) listed separately,1964,
netherlands realm members (western hemisphere) listed separately,1965,
netherlands realm members (western hemisphere) listed separately,1966,
netherlands realm members (western hemisphere) listed separately,1967,
netherlands realm members (western hemisphere) listed separately,1968,
netherlands realm members (western hemisphere) listed separately,1969,
netherlands realm members (western hemisphere) listed separately,1970,
netherlands realm members (western hemisphere) listed separately,1971,
netherlands realm members (western hemisphere) listed separately,1972,
netherlands realm members (western hemisphere) listed separately,1973,
netherlands realm members (western hemisphere) listed separately,1974,
netherlands realm members (western hemisphere) listed separately,1975,
new zealand,1947,
new zealand,1952,
new zealand,1956,
new zealand,1957,
new zealand,1958,
new zealand,1959,
new zealand,1960,
new zealand,1961,
new zealand,1962,
new zealand,1963,
new zealand,1964,
new zealand,1965,
new zealand,1966,
new zealand,1967,
new zealand,1968,
new zealand,1969,
new zealand,1970,
new zealand,1971,
new zealand,1972,
new zealand,1973,
new zealand,1974,
new zealand,1975,
nicaragua,1947,
nicaragua,1952,
nicaragua,1956,
nicaragua,1957,
nicaragua,1958,
nicaragua,1959,
nicaragua,1960,
nicaragua,1961,
nicaragua,1962,
nicaragua,1963,
nicaragua,1964,
nicaragua,1965,
nicaragua,1966,
nicaragua,1967,
nicaragua,1968,
nicaragua,1969,
nicaragua,1970,
nicaragua,1971,
nicaragua,1972,
nicaragua,1973,
nicaragua,1974,
nicaragua,1975,
niger,1947,
niger,1952,
niger,1956,
niger,1957,
niger,1958,
niger,1959,
niger,1960,
niger,1961,
niger,1962,
niger,1963,
niger,1964,
niger,1965,
niger,1966,
niger,1967,
niger,1968,
niger,1969,
niger,1970,
niger,1971,
niger,1972,
niger,1973,
niger,1974,
niger,1975,
niger (see council of the entente),1947,
niger (see council of the entente),1952,
niger (see council of the entente),1956,
niger (see council of the entente),1957,
niger (see council of the entente),1958,
niger (see council of the entente),1959,
niger (see council of the entente),1960,
niger (see council of the entente),1961,
niger (see council of the entente),1962,
niger (see council of the entente),1963,
niger (see council of the entente),1964,
niger (see council of the entente),1965,
niger (see council of the entente),1966,
niger (see council of the entente),1967,
niger (see council of the entente),1968,
niger (see council of the entente),1969,
niger (see council of the entente),1970,
niger (see council of the entente),1971,
niger (see council of the entente),1972,
