row_id,country,varname,year,value,source_id
214,guatemala,cp_membership_num,1960,1200,1947-1976_statistical_abstract_latin_america.csv
215,guatemala,cp_membership_num,1961,1000,1947-1976_statistical_abstract_latin_america.csv
216,guatemala,cp_membership_num,1962,1100,1947-1976_statistical_abstract_latin_america.csv
217,guatemala,cp_membership_num,1963,1300,1947-1976_statistical_abstract_latin_america.csv
218,guatemala,cp_membership_num,1964,1300,1947-1976_statistical_abstract_latin_america.csv
219,guatemala,cp_membership_num,1965,1000,1947-1976_statistical_abstract_latin_america.csv
220,guatemala,cp_membership_num,1966,1000,1947-1976_statistical_abstract_latin_america.csv
221,guatemala,cp_membership_num,1967,750,1947-1976_statistical_abstract_latin_america.csv
222,guatemala,cp_membership_num,1968,750,1947-1976_statistical_abstract_latin_america.csv
223,guatemala,cp_membership_num,1969,750,1947-1976_statistical_abstract_latin_america.csv
224,guatemala,cp_membership_num,1970,750,1947-1976_statistical_abstract_latin_america.csv
225,guatemala,cp_membership_num,1971,750,1947-1976_statistical_abstract_latin_america.csv
226,guatemala,cp_membership_num,1972,750,1947-1976_statistical_abstract_latin_america.csv
227,guatemala,cp_membership_num,1973,750,1947-1976_statistical_abstract_latin_america.csv
228,guatemala,cp_membership_num,1974,750,1947-1976_statistical_abstract_latin_america.csv
229,guatemala,cp_membership_num,1975,750,1947-1976_statistical_abstract_latin_america.csv
230,guatemala,cp_membership_num,1976,750,1947-1976_statistical_abstract_latin_america.csv
231,haiti,cp_membership_num,1947,500,1947-1976_statistical_abstract_latin_america.csv
232,haiti,cp_membership_num,1952,NA,1947-1976_statistical_abstract_latin_america.csv
233,haiti,cp_membership_num,1956,NA,1947-1976_statistical_abstract_latin_america.csv
234,haiti,cp_membership_num,1957,NA,1947-1976_statistical_abstract_latin_america.csv
235,haiti,cp_membership_num,1958,NA,1947-1976_statistical_abstract_latin_america.csv
236,haiti,cp_membership_num,1959,NA,1947-1976_statistical_abstract_latin_america.csv
237,haiti,cp_membership_num,1960,NA,1947-1976_statistical_abstract_latin_america.csv
238,haiti,cp_membership_num,1961,NA,1947-1976_statistical_abstract_latin_america.csv
239,haiti,cp_membership_num,1962,NA,1947-1976_statistical_abstract_latin_america.csv
240,haiti,cp_membership_num,1963,NA,1947-1976_statistical_abstract_latin_america.csv
241,haiti,cp_membership_num,1964,NA,1947-1976_statistical_abstract_latin_america.csv
242,haiti,cp_membership_num,1965,NA,1947-1976_statistical_abstract_latin_america.csv
243,haiti,cp_membership_num,1966,NA,1947-1976_statistical_abstract_latin_america.csv
244,haiti,cp_membership_num,1967,NA,1947-1976_statistical_abstract_latin_america.csv
245,haiti,cp_membership_num,1968,NA,1947-1976_statistical_abstract_latin_america.csv
246,haiti,cp_membership_num,1969,NA,1947-1976_statistical_abstract_latin_america.csv
247,haiti,cp_membership_num,1970,NA,1947-1976_statistical_abstract_latin_america.csv
248,haiti,cp_membership_num,1971,NA,1947-1976_statistical_abstract_latin_america.csv
249,haiti,cp_membership_num,1972,NA,1947-1976_statistical_abstract_latin_america.csv
250,haiti,cp_membership_num,1973,NA,1947-1976_statistical_abstract_latin_america.csv
251,haiti,cp_membership_num,1974,NA,1947-1976_statistical_abstract_latin_america.csv
252,haiti,cp_membership_num,1975,150,1947-1976_statistical_abstract_latin_america.csv
253,haiti,cp_membership_num,1976,NA,1947-1976_statistical_abstract_latin_america.csv
254,honduras,cp_membership_num,1947,NA,1947-1976_statistical_abstract_latin_america.csv
255,honduras,cp_membership_num,1952,NA,1947-1976_statistical_abstract_latin_america.csv
256,honduras,cp_membership_num,1956,500,1947-1976_statistical_abstract_latin_america.csv
257,honduras,cp_membership_num,1957,500,1947-1976_statistical_abstract_latin_america.csv
258,honduras,cp_membership_num,1958,500,1947-1976_statistical_abstract_latin_america.csv
259,honduras,cp_membership_num,1959,400,1947-1976_statistical_abstract_latin_america.csv
260,honduras,cp_membership_num,1960,400,1947-1976_statistical_abstract_latin_america.csv
261,honduras,cp_membership_num,1961,2000,1947-1976_statistical_abstract_latin_america.csv
262,honduras,cp_membership_num,1962,2000,1947-1976_statistical_abstract_latin_america.csv
263,honduras,cp_membership_num,1963,2400,1947-1976_statistical_abstract_latin_america.csv
264,honduras,cp_membership_num,1964,2400,1947-1976_statistical_abstract_latin_america.csv
265,honduras,cp_membership_num,1965,1300,1947-1976_statistical_abstract_latin_america.csv
266,honduras,cp_membership_num,1966,1300,1947-1976_statistical_abstract_latin_america.csv
267,honduras,cp_membership_num,1967,650,1947-1976_statistical_abstract_latin_america.csv
268,honduras,cp_membership_num,1968,300,1947-1976_statistical_abstract_latin_america.csv
269,honduras,cp_membership_num,1969,300,1947-1976_statistical_abstract_latin_america.csv
270,honduras,cp_membership_num,1970,300,1947-1976_statistical_abstract_latin_america.csv
271,honduras,cp_membership_num,1971,300,1947-1976_statistical_abstract_latin_america.csv
272,honduras,cp_membership_num,1972,300,1947-1976_statistical_abstract_latin_america.csv
273,honduras,cp_membership_num,1973,300,1947-1976_statistical_abstract_latin_america.csv
274,honduras,cp_membership_num,1974,350,1947-1976_statistical_abstract_latin_america.csv
275,honduras,cp_membership_num,1975,750,1947-1976_statistical_abstract_latin_america.csv
276,honduras,cp_membership_num,1976,650,1947-1976_statistical_abstract_latin_america.csv
277,mexico,cp_membership_num,1947,10000,1947-1976_statistical_abstract_latin_america.csv
278,mexico,cp_membership_num,1952,5000,1947-1976_statistical_abstract_latin_america.csv
279,mexico,cp_membership_num,1956,5000,1947-1976_statistical_abstract_latin_america.csv
280,mexico,cp_membership_num,1957,5000,1947-1976_statistical_abstract_latin_america.csv
281,mexico,cp_membership_num,1958,5000,1947-1976_statistical_abstract_latin_america.csv
282,mexico,cp_membership_num,1959,5000,1947-1976_statistical_abstract_latin_america.csv
283,mexico,cp_membership_num,1960,5000,1947-1976_statistical_abstract_latin_america.csv
284,mexico,cp_membership_num,1961,6000,1947-1976_statistical_abstract_latin_america.csv
285,mexico,cp_membership_num,1962,6000,1947-1976_statistical_abstract_latin_america.csv
286,mexico,cp_membership_num,1963,50000,1947-1976_statistical_abstract_latin_america.csv
287,mexico,cp_membership_num,1964,50000,1947-1976_statistical_abstract_latin_america.csv
288,mexico,cp_membership_num,1965,5250,1947-1976_statistical_abstract_latin_america.csv
289,mexico,cp_membership_num,1966,5250,1947-1976_statistical_abstract_latin_america.csv
290,mexico,cp_membership_num,1967,5250,1947-1976_statistical_abstract_latin_america.csv
291,mexico,cp_membership_num,1968,5250,1947-1976_statistical_abstract_latin_america.csv
292,mexico,cp_membership_num,1969,5000,1947-1976_statistical_abstract_latin_america.csv
293,mexico,cp_membership_num,1970,5000,1947-1976_statistical_abstract_latin_america.csv
294,mexico,cp_membership_num,1971,5000,1947-1976_statistical_abstract_latin_america.csv
295,mexico,cp_membership_num,1972,5000,1947-1976_statistical_abstract_latin_america.csv
296,mexico,cp_membership_num,1973,5000,1947-1976_statistical_abstract_latin_america.csv
297,mexico,cp_membership_num,1974,5000,1947-1976_statistical_abstract_latin_america.csv
298,mexico,cp_membership_num,1975,5000,1947-1976_statistical_abstract_latin_america.csv
299,mexico,cp_membership_num,1976,5000,1947-1976_statistical_abstract_latin_america.csv
300,nicaragua,cp_membership_num,1947,500,1947-1976_statistical_abstract_latin_america.csv
301,nicaragua,cp_membership_num,1952,500,1947-1976_statistical_abstract_latin_america.csv
302,nicaragua,cp_membership_num,1956,500,1947-1976_statistical_abstract_latin_america.csv
303,nicaragua,cp_membership_num,1957,200,1947-1976_statistical_abstract_latin_america.csv
304,nicaragua,cp_membership_num,1958,200,1947-1976_statistical_abstract_latin_america.csv
305,nicaragua,cp_membership_num,1959,200,1947-1976_statistical_abstract_latin_america.csv
306,nicaragua,cp_membership_num,1960,200,1947-1976_statistical_abstract_latin_america.csv
307,nicaragua,cp_membership_num,1961,300,1947-1976_statistical_abstract_latin_america.csv
308,nicaragua,cp_membership_num,1962,300,1947-1976_statistical_abstract_latin_america.csv
309,nicaragua,cp_membership_num,1963,250,1947-1976_statistical_abstract_latin_america.csv
310,nicaragua,cp_membership_num,1964,250,1947-1976_statistical_abstract_latin_america.csv
311,nicaragua,cp_membership_num,1965,200,1947-1976_statistical_abstract_latin_america.csv
312,nicaragua,cp_membership_num,1966,200,1947-1976_statistical_abstract_latin_america.csv
313,nicaragua,cp_membership_num,1967,200,1947-1976_statistical_abstract_latin_america.csv
314,nicaragua,cp_membership_num,1968,200,1947-1976_statistical_abstract_latin_america.csv
315,nicaragua,cp_membership_num,1969,200,1947-1976_statistical_abstract_latin_america.csv
316,nicaragua,cp_membership_num,1970,100,1947-1976_statistical_abstract_latin_america.csv
317,nicaragua,cp_membership_num,1971,100,1947-1976_statistical_abstract_latin_america.csv
318,nicaragua,cp_membership_num,1972,100,1947-1976_statistical_abstract_latin_america.csv
319,nicaragua,cp_membership_num,1973,100,1947-1976_statistical_abstract_latin_america.csv
320,nicaragua,cp_membership_num,1974,NA,1947-1976_statistical_abstract_latin_america.csv
321,nicaragua,cp_membership_num,1975,150,1947-1976_statistical_abstract_latin_america.csv
322,nicaragua,cp_membership_num,1976,100,1947-1976_statistical_abstract_latin_america.csv
323,panama,cp_membership_num,1947,500,1947-1976_statistical_abstract_latin_america.csv
324,panama,cp_membership_num,1952,500,1947-1976_statistical_abstract_latin_america.csv
325,panama,cp_membership_num,1956,500,1947-1976_statistical_abstract_latin_america.csv
326,panama,cp_membership_num,1957,NA,1947-1976_statistical_abstract_latin_america.csv
327,panama,cp_membership_num,1958,NA,1947-1976_statistical_abstract_latin_america.csv
328,panama,cp_membership_num,1959,NA,1947-1976_statistical_abstract_latin_america.csv
329,panama,cp_membership_num,1960,300,1947-1976_statistical_abstract_latin_america.csv
330,panama,cp_membership_num,1961,150,1947-1976_statistical_abstract_latin_america.csv
331,panama,cp_membership_num,1962,150,1947-1976_statistical_abstract_latin_america.csv
332,panama,cp_membership_num,1963,400,1947-1976_statistical_abstract_latin_america.csv
333,panama,cp_membership_num,1964,400,1947-1976_statistical_abstract_latin_america.csv
334,panama,cp_membership_num,1965,500,1947-1976_statistical_abstract_latin_america.csv
335,panama,cp_membership_num,1966,500,1947-1976_statistical_abstract_latin_america.csv
336,panama,cp_membership_num,1967,250,1947-1976_statistical_abstract_latin_america.csv
337,panama,cp_membership_num,1968,250,1947-1976_statistical_abstract_latin_america.csv
338,panama,cp_membership_num,1969,250,1947-1976_statistical_abstract_latin_america.csv
339,panama,cp_membership_num,1970,130,1947-1976_statistical_abstract_latin_america.csv
340,panama,cp_membership_num,1971,250,1947-1976_statistical_abstract_latin_america.csv
341,panama,cp_membership_num,1972,500,1947-1976_statistical_abstract_latin_america.csv
342,panama,cp_membership_num,1973,500,1947-1976_statistical_abstract_latin_america.csv
343,panama,cp_membership_num,1974,500,1947-1976_statistical_abstract_latin_america.csv
344,panama,cp_membership_num,1975,500,1947-1976_statistical_abstract_latin_america.csv
345,panama,cp_membership_num,1976,600,1947-1976_statistical_abstract_latin_america.csv
346,paraguay,cp_membership_num,1947,8000,1947-1976_statistical_abstract_latin_america.csv
347,paraguay,cp_membership_num,1952,1000,1947-1976_statistical_abstract_latin_america.csv
348,paraguay,cp_membership_num,1956,2000,1947-1976_statistical_abstract_latin_america.csv
349,paraguay,cp_membership_num,1957,500,1947-1976_statistical_abstract_latin_america.csv
350,paraguay,cp_membership_num,1958,500,1947-1976_statistical_abstract_latin_america.csv
351,paraguay,cp_membership_num,1959,500,1947-1976_statistical_abstract_latin_america.csv
352,paraguay,cp_membership_num,1960,500,1947-1976_statistical_abstract_latin_america.csv
353,paraguay,cp_membership_num,1961,5000,1947-1976_statistical_abstract_latin_america.csv
354,paraguay,cp_membership_num,1962,4000,1947-1976_statistical_abstract_latin_america.csv
355,paraguay,cp_membership_num,1963,3500,1947-1976_statistical_abstract_latin_america.csv
356,paraguay,cp_membership_num,1964,5000,1947-1976_statistical_abstract_latin_america.csv
357,paraguay,cp_membership_num,1965,5000,1947-1976_statistical_abstract_latin_america.csv
358,paraguay,cp_membership_num,1966,5000,1947-1976_statistical_abstract_latin_america.csv
359,paraguay,cp_membership_num,1967,5000,1947-1976_statistical_abstract_latin_america.csv
360,paraguay,cp_membership_num,1968,5000,1947-1976_statistical_abstract_latin_america.csv
361,paraguay,cp_membership_num,1969,4500,1947-1976_statistical_abstract_latin_america.csv
362,paraguay,cp_membership_num,1970,4500,1947-1976_statistical_abstract_latin_america.csv
363,paraguay,cp_membership_num,1971,4500,1947-1976_statistical_abstract_latin_america.csv
364,paraguay,cp_membership_num,1972,3500,1947-1976_statistical_abstract_latin_america.csv
365,paraguay,cp_membership_num,1973,3500,1947-1976_statistical_abstract_latin_america.csv
366,paraguay,cp_membership_num,1974,3500,1947-1976_statistical_abstract_latin_america.csv
367,paraguay,cp_membership_num,1975,3500,1947-1976_statistical_abstract_latin_america.csv
368,paraguay,cp_membership_num,1976,3500,1947-1976_statistical_abstract_latin_america.csv
369,peru,cp_membership_num,1947,30000,1947-1976_statistical_abstract_latin_america.csv
370,peru,cp_membership_num,1952,10000,1947-1976_statistical_abstract_latin_america.csv
371,peru,cp_membership_num,1956,5000,1947-1976_statistical_abstract_latin_america.csv
372,peru,cp_membership_num,1957,6000,1947-1976_statistical_abstract_latin_america.csv
373,peru,cp_membership_num,1958,6000,1947-1976_statistical_abstract_latin_america.csv
374,peru,cp_membership_num,1959,6000,1947-1976_statistical_abstract_latin_america.csv
375,peru,cp_membership_num,1960,7000,1947-1976_statistical_abstract_latin_america.csv
376,peru,cp_membership_num,1961,7000,1947-1976_statistical_abstract_latin_america.csv
377,peru,cp_membership_num,1962,10000,1947-1976_statistical_abstract_latin_america.csv
378,peru,cp_membership_num,1963,8500,1947-1976_statistical_abstract_latin_america.csv
379,peru,cp_membership_num,1964,8500,1947-1976_statistical_abstract_latin_america.csv
380,peru,cp_membership_num,1965,5000,1947-1976_statistical_abstract_latin_america.csv
381,peru,cp_membership_num,1966,5000,1947-1976_statistical_abstract_latin_america.csv
382,peru,cp_membership_num,1967,5000,1947-1976_statistical_abstract_latin_america.csv
383,peru,cp_membership_num,1968,5000,1947-1976_statistical_abstract_latin_america.csv
384,peru,cp_membership_num,1969,5000,1947-1976_statistical_abstract_latin_america.csv
385,peru,cp_membership_num,1970,3200,1947-1976_statistical_abstract_latin_america.csv
386,peru,cp_membership_num,1971,3200,1947-1976_statistical_abstract_latin_america.csv
387,peru,cp_membership_num,1972,3200,1947-1976_statistical_abstract_latin_america.csv
388,peru,cp_membership_num,1973,3200,1947-1976_statistical_abstract_latin_america.csv
389,peru,cp_membership_num,1974,3200,1947-1976_statistical_abstract_latin_america.csv
390,peru,cp_membership_num,1975,3200,1947-1976_statistical_abstract_latin_america.csv
391,peru,cp_membership_num,1976,3200,1947-1976_statistical_abstract_latin_america.csv
392,uruguay,cp_membership_num,1947,15000,1947-1976_statistical_abstract_latin_america.csv
393,uruguay,cp_membership_num,1952,10000,1947-1976_statistical_abstract_latin_america.csv
394,uruguay,cp_membership_num,1956,5000,1947-1976_statistical_abstract_latin_america.csv
395,uruguay,cp_membership_num,1957,3000,1947-1976_statistical_abstract_latin_america.csv
396,uruguay,cp_membership_num,1958,3000,1947-1976_statistical_abstract_latin_america.csv
397,uruguay,cp_membership_num,1959,5000,1947-1976_statistical_abstract_latin_america.csv
398,uruguay,cp_membership_num,1960,4000,1947-1976_statistical_abstract_latin_america.csv
399,uruguay,cp_membership_num,1961,3000,1947-1976_statistical_abstract_latin_america.csv
400,uruguay,cp_membership_num,1962,5000,1947-1976_statistical_abstract_latin_america.csv
401,uruguay,cp_membership_num,1963,10000,1947-1976_statistical_abstract_latin_america.csv
402,uruguay,cp_membership_num,1964,10000,1947-1976_statistical_abstract_latin_america.csv
403,uruguay,cp_membership_num,1965,10000,1947-1976_statistical_abstract_latin_america.csv
404,uruguay,cp_membership_num,1966,15000,1947-1976_statistical_abstract_latin_america.csv
405,uruguay,cp_membership_num,1967,21000,1947-1976_statistical_abstract_latin_america.csv
406,uruguay,cp_membership_num,1968,21000,1947-1976_statistical_abstract_latin_america.csv
407,uruguay,cp_membership_num,1969,20000,1947-1976_statistical_abstract_latin_america.csv
408,uruguay,cp_membership_num,1970,20000,1947-1976_statistical_abstract_latin_america.csv
409,uruguay,cp_membership_num,1971,20000,1947-1976_statistical_abstract_latin_america.csv
410,uruguay,cp_membership_num,1972,22000,1947-1976_statistical_abstract_latin_america.csv
411,uruguay,cp_membership_num,1973,30000,1947-1976_statistical_abstract_latin_america.csv
412,uruguay,cp_membership_num,1974,30000,1947-1976_statistical_abstract_latin_america.csv
413,uruguay,cp_membership_num,1975,30000,1947-1976_statistical_abstract_latin_america.csv
414,uruguay,cp_membership_num,1976,6000,1947-1976_statistical_abstract_latin_america.csv
415,venezuela,cp_membership_num,1947,20000,1947-1976_statistical_abstract_latin_america.csv
416,venezuela,cp_membership_num,1952,10000,1947-1976_statistical_abstract_latin_america.csv
417,venezuela,cp_membership_num,1956,10000,1947-1976_statistical_abstract_latin_america.csv
418,venezuela,cp_membership_num,1957,9000,1947-1976_statistical_abstract_latin_america.csv
419,venezuela,cp_membership_num,1958,35000,1947-1976_statistical_abstract_latin_america.csv
420,venezuela,cp_membership_num,1959,40000,1947-1976_statistical_abstract_latin_america.csv
421,venezuela,cp_membership_num,1960,40000,1947-1976_statistical_abstract_latin_america.csv
422,venezuela,cp_membership_num,1961,20000,1947-1976_statistical_abstract_latin_america.csv
423,venezuela,cp_membership_num,1962,30000,1947-1976_statistical_abstract_latin_america.csv
424,venezuela,cp_membership_num,1963,30000,1947-1976_statistical_abstract_latin_america.csv
425,venezuela,cp_membership_num,1964,30000,1947-1976_statistical_abstract_latin_america.csv
426,venezuela,cp_membership_num,1965,20000,1947-1976_statistical_abstract_latin_america.csv
427,venezuela,cp_membership_num,1966,10000,1947-1976_statistical_abstract_latin_america.csv
428,venezuela,cp_membership_num,1967,5000,1947-1976_statistical_abstract_latin_america.csv
429,venezuela,cp_membership_num,1968,5000,1947-1976_statistical_abstract_latin_america.csv
430,venezuela,cp_membership_num,1969,8000,1947-1976_statistical_abstract_latin_america.csv
431,venezuela,cp_membership_num,1970,8000,1947-1976_statistical_abstract_latin_america.csv
432,venezuela,cp_membership_num,1971,8000,1947-1976_statistical_abstract_latin_america.csv
433,venezuela,cp_membership_num,1972,8000,1947-1976_statistical_abstract_latin_america.csv
434,venezuela,cp_membership_num,1973,7500,1947-1976_statistical_abstract_latin_america.csv
435,venezuela,cp_membership_num,1974,6000,1947-1976_statistical_abstract_latin_america.csv
436,venezuela,cp_membership_num,1975,6000,1947-1976_statistical_abstract_latin_america.csv
437,venezuela,cp_membership_num,1976,5000,1947-1976_statistical_abstract_latin_america.csv
1,uk,cp_membership_num,1963,32500,1963-1973_CP_Strength_State_Dept.csv
2,ireland,cp_membership_num,1963,125,1963-1973_CP_Strength_State_Dept.csv
3,netherlands,cp_membership_num,1963,12000,1963-1973_CP_Strength_State_Dept.csv
4,belgium,cp_membership_num,1963,11000,1963-1973_CP_Strength_State_Dept.csv
5,luxembourg,cp_membership_num,1963,500,1963-1973_CP_Strength_State_Dept.csv
6,france,cp_membership_num,1963,240000,1963-1973_CP_Strength_State_Dept.csv
7,italy,cp_membership_num,1963,1350000,1963-1973_CP_Strength_State_Dept.csv
8,spain,cp_membership_num,1963,5000,1963-1973_CP_Strength_State_Dept.csv
9,portugal,cp_membership_num,1963,2000,1963-1973_CP_Strength_State_Dept.csv
10,switzerland,cp_membership_num,1963,6000,1963-1973_CP_Strength_State_Dept.csv
11,austria,cp_membership_num,1963,50000,1963-1973_CP_Strength_State_Dept.csv
12,germany (federal republic of germany),cp_membership_num,1963,42500,1963-1973_CP_Strength_State_Dept.csv
13,germany (west berlin),cp_membership_num,1963,2500,1963-1973_CP_Strength_State_Dept.csv
14,germany (german democratic republic and east berlin),cp_membership_num,1963,1610000,1963-1973_CP_Strength_State_Dept.csv
15,iceland,cp_membership_num,1963,975,1963-1973_CP_Strength_State_Dept.csv
16,denmark,cp_membership_num,1963,5000,1963-1973_CP_Strength_State_Dept.csv
17,norway,cp_membership_num,1963,4500,1963-1973_CP_Strength_State_Dept.csv
18,sweden,cp_membership_num,1963,25000,1963-1973_CP_Strength_State_Dept.csv
19,finland,cp_membership_num,1963,40000,1963-1973_CP_Strength_State_Dept.csv
20,albania,cp_membership_num,1963,53000,1963-1973_CP_Strength_State_Dept.csv
21,bulgaria,cp_membership_num,1963,528674,1963-1973_CP_Strength_State_Dept.csv
22,czechoslovakia,cp_membership_num,1963,1773049,1963-1973_CP_Strength_State_Dept.csv
23,hungary,cp_membership_num,1963,511565,1963-1973_CP_Strength_State_Dept.csv
24,poland,cp_membership_num,1963,1336959,1963-1973_CP_Strength_State_Dept.csv
25,rumania,cp_membership_num,1963,875394,1963-1973_CP_Strength_State_Dept.csv
26,ussr,cp_membership_num,1963,10000000,1963-1973_CP_Strength_State_Dept.csv
27,yugoslavia,cp_membership_num,1963,1000000,1963-1973_CP_Strength_State_Dept.csv
28,algeria,cp_membership_num,1963,5500,1963-1973_CP_Strength_State_Dept.csv
29,morocco,cp_membership_num,1963,1250,1963-1973_CP_Strength_State_Dept.csv
30,tunisia,cp_membership_num,1963,1000,1963-1973_CP_Strength_State_Dept.csv
31,libya,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
32,sudan,cp_membership_num,1963,1500,1963-1973_CP_Strength_State_Dept.csv
33,ethiopia,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
34,somali republic,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
35,tanganyika,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
36,uganda,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
37,kenya,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
38,zanzibar (british protectorate),cp_membership_num,1963,NA,1963-1973_CP_Strength_State_Dept.csv
39,mauritius (british colony),cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
40,"portuguese africa (angola, mozambique, and portuguese guinea)",cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
41,"spanish africa (spanish sahara, ifni, rio muni, fernando po)",cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
42,federation of rhodesia and nyasaland,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
43,republic of south africa,cp_membership_num,1963,800,1963-1973_CP_Strength_State_Dept.csv
44,basutoland,cp_membership_num,1963,50,1963-1973_CP_Strength_State_Dept.csv
45,ivory coast,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
46,dahomey,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
47,niger,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
48,upper volta,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
49,cameroon,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
50,central african republic,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
51,chad,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
52,republic of congo (brazzaville),cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
53,gabon,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
54,senegal,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
55,mauritania,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
56,malagasy republic (madagascar),cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
57,guinea,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
58,ghana,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
59,mali,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
60,sierra leone,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
61,liberia,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
62,togo,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
63,nigeria,cp_membership_num,1963,250,1963-1973_CP_Strength_State_Dept.csv
64,gambia (british colony and protectorate),cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
65,republic of the congo (leopoldville),cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
66,republic of rwanda/kingdom of burundi,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
67,greece,cp_membership_num,1963,20000,1963-1973_CP_Strength_State_Dept.csv
68,cyprus,cp_membership_num,1963,10000,1963-1973_CP_Strength_State_Dept.csv
69,united arab republic,cp_membership_num,1963,1000,1963-1973_CP_Strength_State_Dept.csv
70,syria,cp_membership_num,1963,1000,1963-1973_CP_Strength_State_Dept.csv
71,lebanon,cp_membership_num,1963,300,1963-1973_CP_Strength_State_Dept.csv
72,iran,cp_membership_num,1963,1500,1963-1973_CP_Strength_State_Dept.csv
73,jordan,cp_membership_num,1963,200,1963-1973_CP_Strength_State_Dept.csv
74,turkey,cp_membership_num,1963,500,1963-1973_CP_Strength_State_Dept.csv
75,israel,cp_membership_num,1963,1000,1963-1973_CP_Strength_State_Dept.csv
76,saudi arabia,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
77,the yemen,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
78,kuwait,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
79,bahrein,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
80,iraq,cp_membership_num,1963,900,1963-1973_CP_Strength_State_Dept.csv
81,afghanistan,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
82,pakistan,cp_membership_num,1963,3300,1963-1973_CP_Strength_State_Dept.csv
83,india,cp_membership_num,1963,150000,1963-1973_CP_Strength_State_Dept.csv
84,ceylon,cp_membership_num,1963,3500,1963-1973_CP_Strength_State_Dept.csv
85,nepal,cp_membership_num,1963,3000,1963-1973_CP_Strength_State_Dept.csv
86,burma,cp_membership_num,1963,5000,1963-1973_CP_Strength_State_Dept.csv
87,thailand,cp_membership_num,1963,NA,1963-1973_CP_Strength_State_Dept.csv
88,federation of malaya,cp_membership_num,1963,400,1963-1973_CP_Strength_State_Dept.csv
89,singapore,cp_membership_num,1963,400,1963-1973_CP_Strength_State_Dept.csv
90,republic of vietnam (south vietnam),cp_membership_num,1963,20000,1963-1973_CP_Strength_State_Dept.csv
91,"north vietnam (""democratic republic of vietnam"")",cp_membership_num,1963,650000,1963-1973_CP_Strength_State_Dept.csv
92,laos,cp_membership_num,1963,100,1963-1973_CP_Strength_State_Dept.csv
93,cambodia,cp_membership_num,1963,100,1963-1973_CP_Strength_State_Dept.csv
94,republic of china,cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
95,hong kong,cp_membership_num,1963,NA,1963-1973_CP_Strength_State_Dept.csv
96,"outer mongolia (""mongolian people's republic"")",cp_membership_num,1963,46000,1963-1973_CP_Strength_State_Dept.csv
97,"communist china (""people's republic of china"")",cp_membership_num,1963,17000000,1963-1973_CP_Strength_State_Dept.csv
98,"north korea (""democratic people's republic of korea"")",cp_membership_num,1963,1311563,1963-1973_CP_Strength_State_Dept.csv
99,republic of korea (south korea),cp_membership_num,1963,0,1963-1973_CP_Strength_State_Dept.csv
100,japan,cp_membership_num,1963,100000,1963-1973_CP_Strength_State_Dept.csv
101,indonesia,cp_membership_num,1963,1900000,1963-1973_CP_Strength_State_Dept.csv
102,new zealand,cp_membership_num,1963,500,1963-1973_CP_Strength_State_Dept.csv
103,australia,cp_membership_num,1963,6000,1963-1973_CP_Strength_State_Dept.csv
